PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
438,jbake-org/jbake,yakoder/java.jbake-org.jbake,render,15,29,render,ancho/jbake,15,30,54,100,0,54,100,0,100,0,0,0,0,3,,Accept,,"Same I/O. Returns int (match). Dataflow differs, as in l.17 if-statement uses different methods, which results in different conditions for 0 output in l. 25/26 in src/tgt. Methods are identical, apart from calling two different methods in src and tgt each, all of which operating on the same objects though. Could see this being potentially applicable."
439,jbake-org/jbake,georgecao/jbake,render,15,29,render,cstroe/jbake,15,30,54,100,0,54,100,0,100,0,0,0,0,3,,Accept,,"Same I/O. Returns int (match). Dataflow differs, as if-statement which results in 0 output differs by calling a different method (on top of the same object though). Could imagine this being potentially applicable."
440,jbake-org/jbake,georgecao/jbake,render,15,29,render,oliverlietz/jbake,14,32,54,92.59,7.41,85,72.94,27.06,90-100,0,0,0,0,3,,Accept,,"Same output (int), different input. Src calls the method with a different render-method taking the same input as the target UUT and first instantiating the configuration type the src UUT requires."
441,jbake-org/jbake,yakoder/java.jbake-org.jbake,getDocumentTypes,266,281,updateDocTypesFromConfiguration,oliverlietz/jbake,187,202,81,83.95,16.05,79,86.08,13.92,80-89,0,0,0,0,3,,Accept,,"Same input, different output. Returns List<String> and void (mismatch)."
442,jcabi/jcabi-github,hariso/jcabi-github,sha,54,56,sha,asinyagin/jcabi-github,70,73,9,100,0,9,100,0,100,0,4,2,0,1,,Accept,,Maps interface methods. Same I/O (returns String).
443,jcabi/jcabi-github,hariso/jcabi-github,sha,54,56,sha,asinyagin/jcabi-github,70,73,9,100,0,9,100,0,100,0,4,2,0,1,,Accept,,Maps interface methods. Same I/O (returns String).
444,jcabi/jcabi-github,hariso/jcabi-github,MkRepos,77,86,MkCollaborators,asinyagin/jcabi-github,73,88,59,83.05,16.95,70,72.86,27.14,80-89,0,0,0,0,3,,Accept,,Different I/O. Tgt additionally takes Coordinates and methods return MkRepos and MkCollaborators (no immediate ancestir). Constructors. Output values is also modified differently.
445,jcabi/jcabi-github,hariso/jcabi-github,MkCommitsComparison,74,84,MkRepo,asinyagin/jcabi-github,92,99,54,72.22,27.78,39,100,0,70-79,0,0,0,0,2,,Accept,,"Same input, different output. Src returns MkCommitsComparison, tgt returns MkRepo. Method body is identical. src adds annotations, requiring that parameters may not be null."
446,fusesource/jansi,fusesource/jansi,a,571,576,a,tszmytka/jansi,248,253,22,100,0,14,100,0,100,0,0,0,0,3,,Accept,,"Duplicate with #447. Same I/O. Returns Ansi => Custom (matched). Perfect match would have existed in lines 547-552. Dataflow differs, as methods both return this, but src additionally changes an attribute."
447,fusesource/jansi,fusesource/jansi,a,571,576,a,tszmytka/jansi,248,253,22,100,0,14,100,0,100,4,0,2,1,3,Accept,Accept,Custom object,"Same I/O. Returns Ansi => Custom (matched). Perfect match would have existed in lines 547-552. Dataflow differs, as methods both return this, but src additionally changes an attribute."
448,fusesource/jansi,fusesource/jansi,write,145,284,write,slachiewicz/jansi,83,222,645,98.76,1.24,701,91.87,8.13,90-100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Method has the same structure, but differs slightly in some cases. Most notably probably calling processOperatingSystemCommand() in src vs reset(processOperatingSystemCommand(options)) in tgt. Needs further assessment."
449,rackerlabs/blueflood,wolfdancer/blueflood,getUri,75,80,getUri,chinmay-gupte/blueflood,56,61,13,100,0,13,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Identical method -> same dataflow. Returns String.
450,rackerlabs/blueflood,wolfdancer/blueflood,getSampleCount,61,63,getSampleCount,dlobue/blueflood,45,47,7,100,0,7,100,0,100,0,4,2,0,1,,Accept,,Same I/O and dataflow. Getter. Identical methods. Returns int.
451,rackerlabs/blueflood,wolfdancer/blueflood,scheduleEligibleSlots,234,271,scheduleSlotsOlderThan,dlobue/blueflood,137,171,169,95.27,4.73,161,100,0,90-100,0,0,0,3,3,Accept,Accept,void::mismatched parameters::source has three parameters where as target has one,"Void output, but different input. Src takes two additional longs. Same output (void). Method itself is identical apart from one different method being called in l. 246/147 in src/tgt, which gets passed the same parameters, but the two additional parameters in src as well."
452,rackerlabs/blueflood,wolfdancer/blueflood,scheduleEligibleSlots,234,271,scheduleSlotsOlderThan,lakshmi-kannan/blueflood,115,148,169,86.98,13.02,149,98.66,1.34,80-89,0,0,0,0,3,,Accept,,"Void output, but different input. Same output (void). Src addtiionally takes two more longs. Methods seem to be very similar, using a different datatype at one point (SlotKey in l. 256 src) and a different method in 246 / 125."
453,rackerlabs/blueflood,wolfdancer/blueflood,initialize,74,88,LocatorFetchRunnable,lakshmi-kannan/blueflood,50,58,76,76.32,23.68,57,100,0,70-79,0,0,0,0,3,,Accept,,"Different I/O. Returns void in src and LocatorFetchRunnable => Custom in tgt. Input differs as src takes a SlotKey vs String (same parameter name) and an ExecutorService vs ThreadPoolExecutor. Src is called by constructor, tgt is a constructor. Still, src affects the initialized object differently by setting an additional attribute."
454,rackerlabs/blueflood,lakshmi-kannan/blueflood,insertMetrics,215,271,insertMetrics,wolfdancer/blueflood,205,247,263,69.58,30.42,225,83.56,16.44,60-69,0,0,0,3,3,Accept,Accept,void::target has 2 extra parameters,"Void output, but different input. Same output (void). Tgt additionally takes a boolean and a Clock."
455,rackerlabs/blueflood,wolfdancer/blueflood,handle,69,144,handle,chinmay-gupte/blueflood,63,104,440,56.82,43.18,275,90.91,9.09,50-59,0,0,0,0,3,,Accept,,"Void output, but different input. Difference is FullHttpRequest (src) vs HttpRequest (target). Same output (void). Methods again seem to follow the same basic structure of first creating a collection and creating futures from it.. Differences between src and tgt need to be assessed further, including potential similarity further along the method."
456,rackerlabs/blueflood,wolfdancer/blueflood,handle,70,176,handle,chinmay-gupte/blueflood,63,104,514,48.44,51.56,275,90.55,9.45,40-49,0,0,0,0,3,,Accept,,"Void output, but different input (difference is FullHttpRequest (src) vs HttpRequest (tgt), so this sounds convertible). Same output (void). Methods seem rather different on first glance, but could be relatively close related, as both build up a collection initially, using the same functions, integrated into a different control flow, e.g. line 74 in target in line 102 in src."
457,rackerlabs/blueflood,wolfdancer/blueflood,handle,133,247,handle,chinmay-gupte/blueflood,63,104,562,39.68,60.32,275,79.27,20.73,30-39,0,0,0,0,3,,Accept,,"Void output, but different input (Difference is FullHttpRequest vs HttpRequest). Same output (void). Methods are relatively different."
458,wwadge/bonecp,vivosys/bonecp,closeStatement,144,156,close,wwadge/bonecp,130,144,65,89.23,10.77,67,100,0,80-89,0,4,2,0,3,,Accept,,Void output. Same I/O. Returns void (matched). Methods differ by one statement in both directions.
459,wwadge/bonecp,wwadge/bonecp,obtainInternalConnection,251,319,obtainInternalConnection,vivosys/bonecp,341,398,316,79.75,20.25,270,74.44,25.56,70-79,0,0,0,0,3,,Accept,,"Same output (Connection => Custom (matched)), different input. Src works with a connectionHandle, which is the encompassing class for the target side, which references itself with it. Src uses this, where tgt uses pool parameter."
460,VerbalExpressions/JavaVerbalExpressions,es/JavaVerbalExpressions,testExact,250,258,testExact,gambe94/JavaVerbalExpressions,670,678,36,100,0,36,100,0,100,0,4,2,0,1,,Accept,,Same I/O. Returns boolean (matched). Identical methods.
461,VerbalExpressions/JavaVerbalExpressions,simschla/JavaVerbalExpressions,startOfLine,119,123,startOfLine,es/JavaVerbalExpressions,45,50,11,100,0,21,38.1,61.9,100,0,0,0,0,3,,Accept,,"Same output (returns Builder -> custom type). Different input. Perfect match would have existed (l. 50-54). Dataflow also differs, as src calls a method, tgt returns ""this"". Matching identified target UUT, which would be called by source UUT."
462,VerbalExpressions/JavaVerbalExpressions,gambe94/JavaVerbalExpressions,getText,711,720,getText,es/JavaVerbalExpressions,270,279,57,80.7,19.3,50,100,0,80-89,0,0,0,0,3,,Accept,,"Same output (String). Different input. Src additionally takes an int, which is passed to a method, which is also called in tgt, but without the parameter. Otherwise identical method."
463,jenkinsci/github-plugin,jenkinsci/github-plugin,getState,42,46,getState,fbelzunc/github-plugin,189,193,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,"Duplicate of #464. Same I/O. Same dataflow, as identical method head and body. Returns GHCommitState => Custom (matched)."
464,jenkinsci/github-plugin,jenkinsci/github-plugin,getState,42,46,getState,fbelzunc/github-plugin,189,193,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,"Same I/O. Same dataflow, as identical method head and body. Returns GHCommitState => Custom (matched)."
465,WhisperSystems/TextSecure-Server,laudarch/TextSecure-Server,setMessagingServicesId,96,101,setMessagingServiceSid,hiepns/Signal-Server,84,89,18,100,0,18,0,100,100,0,4,2,0,2,,Accept,,"Void output. Same I/O. Method body is identical apart from differences in cases of parameter and attribute names. Small vs large ""s"". Setter."
466,WhisperSystems/TextSecure-Server,laudarch/TextSecure-Server,setMessagingServicesId,96,101,getLocalDomain,Qwerty0x64/Signal-Server,71,75,18,100,0,8,100,0,100,0,0,0,0,3,,Accept,,"No overlap between srcUUT's clone part and target UUT. Different I/O. Returns void and String (mismatched). Perfect match would have existed in l. 84-89. Difference is small ""s"" in src and large ""S"" in tgt."
467,WhisperSystems/TextSecure-Server,RiseT/Signal-Server,toByteBuffer,17,24,toBytes,weldon-h/Signal-Server,13,20,52,92.31,7.69,52,100,0,90-100,0,0,0,0,3,,Accept,,"Same input. Different output type. Returns ByteBuffer and byte[]. Src splits tgt method (toBytes) in two, first calling toByteBuffer and calling array() on it afterwards, which tgt does in toBytes, too. Difference is that src additionally calls flip() on the ByteBuffer. Effect of that has to be seen."
468,mobilesystems/box-java-sdk-v2,tdtran/box-java-sdk-v2,getApiUrlPath,19,21,getApiUrlPath,mobilesystems/box-java-sdk-v2,19,21,5,100,0,5,100,0,100,0,4,2,0,1,,Accept,,Mapped methods in an interface. Same I/O (returns String).
469,mobilesystems/box-java-sdk-v2,tdtran/box-java-sdk-v2,getApiUrlPath,19,21,getApiUrlPath,mobilesystems/box-java-sdk-v2,19,21,5,100,0,5,100,0,100,0,4,2,0,1,,Accept,,Mapped methods in an interface. Same I/O. Returns String.
470,JavaMoney/jsr354-ri,andyglick/jsr354-ri,print,283,289,print,heli80/jsr354-ri,71,78,26,100,0,26,100,0,100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matched). Appendable is modified by the same method, but different parametrizations in both cases. These use different methods, parametrized with amount."
471,JavaMoney/jsr354-ri,Daniel-Dos/jsr354-ri,print,260,266,print,heli80/jsr354-ri,71,78,26,100,0,26,100,0,100,4,4,4,1,3,Accept,Accept,void,Void output. Same I/O. Returns void (matched). Appendable is changed differently by parametrizing the same method (append) with different parameters (getToken(amount)) in src and queryFrom(amount) in tgt. Amount could potentially be changed in there as well.
472,JavaMoney/jsr354-ri,heli80/jsr354-ri,print,69,77,print,Daniel-Dos/jsr354-ri,260,266,33,96.97,3.03,26,100,0,90-100,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Appendable is changed differently using different parameters, i.e., functions, for appendable.append in src and tgt."
473,JavaMoney/jsr354-ri,Daniel-Dos/jsr354-ri,print,260,266,print,verglor/jsr354-ri,78,84,26,88.46,11.54,25,92,8,80-89,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matched). Appendable is changed differently. Src appends getToken(amount), tgt appends this.token."
474,JavaMoney/jsr354-ri,verglor/jsr354-ri,print,283,289,print,ollin/jsr354-ri,46,54,26,76.92,23.08,38,65.79,34.21,70-79,0,4,2,0,3,,Accept,,Void output. Same I/O. Returns void (matched). Appendable is changed differently as first operation differs and it is followed up by a mapping operation in tgt.
475,JavaMoney/jsr354-ri,andyglick/jsr354-ri,AmountNumberToken,51,59,AmountNumberToken,heli80/jsr354-ri,47,56,43,65.12,34.88,38,73.68,26.32,60-69,0,0,0,0,3,,Accept,,"Same I/O (returns AmountNumberToken -> custom type). Constructors. Dataflow differs, as src sets partialNumberPattern attribute by inserting one parameter into a function(replaceNbspWithSpace), compared to the straight insertion in tgt. Might intuitively be applicable, based on testcase."
476,JavaMoney/jsr354-ri,verglor/jsr354-ri,parse,177,259,parse,heli80/jsr354-ri,173,231,451,58.31,41.69,265,99.25,0.75,50-59,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void (matched). Context is modified differently in src in lines 252 and 253, in case an exception is caught, also providers-variable (does not exist in target) effects context (through cur-variable)."
477,JavaMoney/jsr354-ri,andyglick/jsr354-ri,parse,177,259,parse,ollin/jsr354-ri,168,219,451,45.9,54.1,224,92.41,7.59,40-49,0,4,2,0,3,,Accept,,"Void output. Same I/O. Gets ParseContext and returns void (matched). Implementation itself differs. If we investigate change on the input, src evolves differently, as e.g. l. 244 executes a setter on the input, which tgt does not do."
478,JavaMoney/jsr354-ri,Daniel-Dos/jsr354-ri,parse,141,177,parse,heli80/jsr354-ri,77,89,219,25.11,74.89,63,76.19,23.81,20-29,0,0,0,3,3,Accept,Accept,Custom object return type::target might benefit form functionlaity but tets case will fail becaue it tests functionality that is not present in target,"Same I/O. Returns MonetaryAmount => Custom (matched). Dataflow differs. Tgt returns only in try statement, whereas src returns after try/catch."
479,JavaMoney/jsr354-ri,verglor/jsr354-ri,parse,167,204,parse,ollin/jsr354-ri,54,61,235,15.74,84.26,29,96.55,3.45,10-19,0,0,0,0,3,,Accept,,"Same I/O. Returns MonetaryAmount => Custom (matched). Dataflow differs, as src calls a factory to create output, whereas tgt calls style.to()-function. Src does more computation steps than tgt."
480,msgpack/msgpack-java,kjim/msgpack-java,lookup,173,231,lookupSuperclassInterfaceTypes,mikolak-net/msgpack-java,524,548,185,100,0,128,80.47,19.53,100,0,0,0,0,3,,Accept,,"Different I/O (returns Template/Template<T>). Dataflow differs, as tgt defaults to return at least null, while src might throw an exception in case none of the previous conditional statements returned true. Src is public, targetUUT is private."
481,msgpack/msgpack-java,kjim/msgpack-java,lookup,173,231,lookupAfterBuilding,mikolak-net/msgpack-java,462,477,185,100,0,85,100,0,100,0,0,0,0,3,,Accept,,"Different input and output (returns Template/Template<T>). Dataflow differs, as the output not being null in the target relies on the instantiated builder not being null. This is not instantiated in the src. Returns Template and Template<T>. Is that the same? Different, but also inperfect clone would have existed in lines 199-279."
482,msgpack/msgpack-java,mikolak-net/msgpack-java,getInt,43,45,getInt,fdinoff/msgpack-java,75,77,5,60,40,3,100,0,60-69,0,4,2,0,2,,Accept,,Maps interface with abstract class. Same I/O (returns int). Type two due to difference in method header. (public and abstract).
